"titre_clean","auteurs","annee_extrait","type_doc_std","mots_cles","methode_instruments","methode_analyse"
"fonctionnement réflexif de la mère et attachement de lenfant : une étude prospective des liens avec la sensibilité et lorientation mentale maternelle","Bérubé-Beaulieu, Eva / Ensink, Karin / Normandin, Lina",2016,"Article","attachement / relation mère-enfant / sensibilité maternelle / développement de l’enfant / fonctionnement réflexif / capitale-nationale","Guide d’entretien semi-directif","Analyse statistique"
"les familles recomposées éphémères : analyse de leurs trajectoires et des processus qui les animent et les distinguent","Saint-Jacques, Marie-Christine / Godbout, Élisabeth / Parent, Claudine / Drapeau, Sylvie / Robitaille, Caroline / Gherghel, Ana",2016,"Autre","famille recomposée / recomposition / conjugalité / parent | parents / beau-parent | beaux-parents / trajectoire / séparation","Guide d’entretien semi-directif","Analyse de contenu"
"lutilisation des technologies numériques et la satisfaction conjugale","Ferron, Anik",2016,"Thèse/Mémoire","satisfaction conjugale / pornographie / internet / infidélité / personnalité / attachement / sexualité / problème conjugal","Questionnaires","Analyse statistique"
"maltraitance durant lenfance et régulation de la tristesse et de la peur à lâge adulte : une analyse qualitative","Chouinard, Rachel",2016,"Thèse/Mémoire","maltraitance / violence familiale / négligence / femme / enfance / émotion / relation parent-enfant","-Questionnaire-Guide d’entretien semi-directif","Analyse statistiqueAnalyse de contenu"
"prendre des risques jusquà devenir pères? : la sexualité des jeunes contrevenants","Laurier, Catherine / Bériault, Manuelle",2016,"Article","jeune adulte / adolescent | adolescente / homme / grossesse / gang de rue / délinquance / comportement à risque / risque","Questionnaires","Analyse statistique"
"why us? perceived injustice is associated with more sexual and psychological distress in couples coping with genito-pelvic pain","Pâquet, Myriam / Bois, Katy / Rosen, Natalie O. / Mayrand, Marie-Hélène / Charbonneau-Lefebvre, Véronique / Bergeron, Sophie",2016,"Article","satisfaction conjugale / sexualité / douleur / maladie chronique / détresse / dépression","Questionnaire","Analyse statistique"
"daily parenting stress and mood reactivity: the role of sleep quality","Da Estrela, Chelsea",2016,"Thèse/Mémoire","sommeil / stress / attitude parentale / comportement / trouble du spectre de l’autisme | tsa / trouble de l’humeur / relation parent-enfant","Questionnaire","Analyse statistique"
"linking temperament and parenting dimensions to the co-occurrence of internalizing and externalizing disorders in childhood and adolescence","Kingdon, Danielle",2016,"Thèse/Mémoire","comorbidité / enfance / adolescence / anxiété / dépression / influence parentale / pratique parentale",NA,"Analyse statistique"
"predicting externalizing and prosocial behaviors in children from parental use of corporal punishment","Piché, Geneviève / Huỳnh, Christophe / Clément, Marie‐Ève / Durrant, Joan E.",2016,"Article","enfant / agression / violence familiale / comportement / conduite / punition / prosocialité","Questionnaire","Analyse statistique"
"expérience daidant des proches de personnes atteintes dun trouble de la conduite alimentaire : recension critique de la littérature","Blondin, Soline / Meilleur, Dominique",2016,"Article","trouble alimentaire / proche aidant | proche aidante / isolement / vie familiale / professionnel | professionnelle de la santé / soutien",NA,"Réflexion critique"
"revisiter sa famille à travers lutilisation de la sculpture familiale","Douville, Lyne / Lacroix, Jean-Luc",2016,"Article","relation familiale / approche / méthode / intervention / formation",NA,"Réflexion critique"
"les contacts parent-enfant à la suite du placement en famille daccueil, la trajectoire de placement et le fonctionnement socioaffectif de lenfant","Poitras, Karine / Tarabulsy, George M.",2016,"Autre","protection de la jeunesse / droit de la famille / enfant / relation parent-enfant / famille d’accueil / placement / contact parent-enfant",NA,"Réflexion critique"
"les caractéristiques des utilisateurs de sites de socialisation virtuelle : personnalité, attachement et fonctionnement conjugal","Ferron, Anik / Lussier, Yvan / Sabourin, Stéphane / Brassard, Audrey",2016,"Article","couple / infidélité / réseaux sociaux / socialisation / satisfaction conjugale / sexualité","Questionnaires","Analyse statistique"
"pouvoir conjugal et immigration chez des couples colombiens immigrants à montréal","Velásquez Zapata, Jorge Mario",2016,"Thèse/Mémoire","conjugalité / couple / amérique du sud / immigration / décision / société d’accueil / pouvoir / identité","Questionnaires","Analyse statistique"
"romantic involvement and alcohol use in middle and late adolescence","Rouvès, Véronique / Poulin, François",2016,"Article","relation conjugale / couple / alcool / influence / adolescent | adolescente / jeune adulte","Questionnaires","Analyse statistique"
"expérience de la position kangourou par rapport au stress et la sensibilité ultérieure des pères de bébés prématurés","Varela Pulido, Natalia",2016,"Thèse/Mémoire","prématurité / natalité / nourrisson / paternité / relation père-enfant / stress parental","Grille d’observation","Analyse statistique"
"trajectoires de lagression indirecte et physique et facteurs de risque interpersonnels chez les filles et les garçons du primaire","Verlaan, Pierrette / Boutin, Stéphanie / Denault, Anne-Sophie / Déry, Michèle",2016,"Article","agressivité / école primaire / rapport de genre / agression / pratique parentale / autorité","Questionnaires","Analyse statistique"
"fonctionnement intrapsychique de femmes incarcérées auteures de violence intrafamilial","Trébuchon, Clémentine / Léveillée, Suzanne",2016,"Article","violence familiale / crime / femme / homicide / relation interpersonnelle / santé mentale / lanaudière / montréal","- Questionnaire- Test de Rorschach","Analyse statistique"
"le rôle de la fonction réflexive dans lintervention auprès de parents en contexte de négligence envers lenfant","Lacharité, Carl / Lafantaisie, Vicky",2016,"Article","mentalisation / négligence / rôle parental / intervention / protection de la jeunesse / programme d’aide",NA,"Réflexion critique"
"associations between sibling relationship quality and friendship quality in early adolescence: looking at the case of twins","Bekkhus, Mona / Brendgen, Mara / Czajkowski, Nikolai Olavi / Vitaro, Frank / Dionne, Ginette / Boivin, Michel",2016,"Article","jumeau | jumelle / fratrie / relation / montréal / amitié / interaction",NA,"Analyse statistique"
"factors associated with breastfeeding initiation: a comparison between france and french-speaking canada","Girard, Lisa-Christine / Côté, Sylvana M. / De Lauzon-Guillain, Blandine / Dubois, Lise / Falissard, Bruno / Forhan, Anne / Doyle, Orla / Bernard, Jonathan Y. / Heude, Barbara / Saurel-Cubizolles, Marie-Josephe / Kaminski, Monique / Boivin, Michel / Tremblay, Richard E.",2016,"Article","allaitement / france-québec / éducation / âge / accouchement / femme / mère",NA,"Analyse statistique"
"food insecurity and childrens mental health: a prospective birth cohort study","Melchior, Maria / Chastang, Jean-François / Falissard, Bruno / Galera, Cédric / Tremblay, Richard E. / Côté, Sylvana M. / Boivin, Michel",2016,"Autre","alimentation / nutrition / développement de l’enfant / bien-être / santé mentale / caractéristique familiale / insécurité alimentaire / inégalité sociale",NA,"Analyse statistique"
"enjeux liés à lacculturation des familles issues de limmigration haïtienne au québec : ethnothéories des parents et stratégies identitaires des adolescents","Alix, Lourdes Stéphane",2016,"Thèse/Mémoire","capitale-nationale / montréal / communauté haïtienne / immigration / acculturation / parent | parents / adolescent | adolescente / identité","Guides d’entretien semi-directif","Analyse de contenu"
"qualité des relations interpersonnelles et utilisation de facebook chez les adultes émergents","Camirand, Elisabeth / Poulin, François",2016,"Article","réseaux sociaux / couple / réseau social / état matrimonial / relation interpersonnelle / lien social","Questionnaires","Analyse statistique"
"extradyadic sexual involvement and sexual compulsivity in male and female sexual abuse survivors","Vaillancourt-Morel, Marie-Pier / Dugal, Caroline / Poirier Stewart, Rébécca / Godbout, Natacha / Sabourin, Stéphane / Lussier, Yvan / Briere, John",2016,"Article","agression sexuelle / enfance / infidélité / conjugalité / sexualité / compulsion sexuelle / état matrimonial / genre","Questionnaires","Analyse statistique"
"discriminant factors for adolescent sexual offending: on the usefulness of considering both victim age and sibling incest","Joyal, Christian C. / Carpentier, Julie / Martin, Caroline",2016,"Article","agression sexuelle / adolescent | adolescente / protection de la jeunesse / inceste / fratrie",NA,"Analyse statistique"
"la coparentalité et le développement social de lenfant","Dufresne, Caroline",2016,"Thèse/Mémoire","coparentalité / développement de l’enfant / comportement / relation mère-enfant / relation père-enfant / sociabilité / coopération","- Questionnaire- Grille d’observation","Analyse statistique"
"emotional and sexual correlates of child sexual abuse as a function of self-definition status","Vaillancourt-Morel, Marie-Pier / Godbout, Natacha / Bédard, Maryline Germain / Charest, Émilie / Briere, John / Sabourin, Stéphane",2016,"Article","enfant / enfance / agression sexuelle / évitement / compulsion sexuelle / inceste / traumatisme","Questionnaire","Analyse statistique"
"conflict resolution patterns and violence perpetration in adolescent couples: a gender-sensitive mixed-methods approach","Fernet, Mylène / Hébert, Martine / Paradis, Alison",2016,"Article","montréal / résolution de conflit / adolescent | adolescente / couple / communication / stratégie / jalousie / violence","- Questionnaire- Guide d’entretien semi-directif","Analyse statistiqueAnalyse de contenu"
"prospective associations between televiewing at toddlerhood and later self-reported social impairment at middle school in a canadian longitudinal cohort born in 1997/1998","Pagani, Linda S. / Levesque-Seck, François / Fitzpatrick, Caroline",2016,"Article","télévision / enfance / comportement / difficulté / interaction / agressivité / encadrement parental / victimisation","Questionnaire","Analyse statistique"
